customerID,email,firstName,lastName
gid://shopify/Customer/7151219430,gonzalezanthony@example.org,Andrew,Allison
gid://shopify/Customer/5427243174,jonesbrandon@example.com,Amy,Melendez
gid://shopify/Customer/9610698845,karenbowman@example.com,Kevin,Chambers
gid://shopify/Customer/1266448584,ijones@example.net,James,Torres
gid://shopify/Customer/2801423120,hannahramirez@example.com,Dennis,Davis
gid://shopify/Customer/3415937079,stephanietaylor@example.com,Bradley,Miller
gid://shopify/Customer/5179676155,cwood@example.org,Alexander,Taylor
gid://shopify/Customer/1167258505,phood@example.net,Juan,Horton
gid://shopify/Customer/9909741338,rebeccamurphy@example.org,Lori,Guerrero
gid://shopify/Customer/4135391009,ericbryant@example.net,Sean,Wheeler
gid://shopify/Customer/9359916574,janicegilmore@example.org,Dawn,Green
gid://shopify/Customer/1749944730,perezmary@example.net,Joseph,Fowler
gid://shopify/Customer/8901792117,huntermaria@example.net,Janice,Cameron
gid://shopify/Customer/3987873170,john97@example.net,Julia,Smith
gid://shopify/Customer/1233657706,rodney24@example.com,Natalie,Adams
gid://shopify/Customer/7820113334,leeemma@example.com,Cynthia,Ramsey
gid://shopify/Customer/5854982194,amy45@example.com,Johnny,Sullivan
gid://shopify/Customer/6297557386,rodriguezthomas@example.com,Jacqueline,Carlson
gid://shopify/Customer/1784710658,karendyer@example.org,Kevin,Brown
gid://shopify/Customer/7509074252,nathanscott@example.com,Gabriel,Arnold
gid://shopify/Customer/5940469528,ajones@example.com,Kirk,Sanchez
gid://shopify/Customer/2529988312,douglas54@example.com,Michelle,Thompson
gid://shopify/Customer/3836956176,kelli72@example.net,Anthony,Stanton
gid://shopify/Customer/5931468269,amandamorton@example.org,Brian,Lewis
gid://shopify/Customer/1423871050,wpeterson@example.net,Holly,Hester
gid://shopify/Customer/8544127827,goneill@example.com,Jonathan,Kaufman
gid://shopify/Customer/9149962526,williammayo@example.net,Jessica,Floyd
gid://shopify/Customer/4200278938,yrivera@example.net,Cynthia,Cooper
gid://shopify/Customer/4836611713,corypeterson@example.org,Meagan,Chavez
gid://shopify/Customer/3998873967,paulakelly@example.com,Steven,Maddox
gid://shopify/Customer/9797239600,jerrymartin@example.com,Ruth,Cooper
gid://shopify/Customer/4692186185,cooleyamanda@example.net,Jonathan,Brown
gid://shopify/Customer/4055896459,olivercynthia@example.net,Nathaniel,Stevens
gid://shopify/Customer/7532655766,jonesshannon@example.org,Charles,Harrison
gid://shopify/Customer/5479805917,umoore@example.net,Evelyn,Barker
gid://shopify/Customer/1027349891,lawrencejohn@example.com,Michael,Oneill
gid://shopify/Customer/7645617834,jfry@example.org,Erica,Hebert
gid://shopify/Customer/5887135036,dominique32@example.net,Elizabeth,Bray
gid://shopify/Customer/2391644315,langlatoya@example.com,Richard,Suarez
gid://shopify/Customer/5365678956,tamaranelson@example.org,David,Cline
gid://shopify/Customer/1200649403,diane28@example.org,Cameron,Hart
gid://shopify/Customer/6284607139,lisaroy@example.net,Daniel,Smith
gid://shopify/Customer/7161610510,shanepugh@example.net,David,Reed
gid://shopify/Customer/1533816887,ihall@example.org,Shelly,Carey
gid://shopify/Customer/4453606119,christina01@example.com,Veronica,Crane
gid://shopify/Customer/7733454551,elizabethhuber@example.net,Curtis,Campbell
gid://shopify/Customer/3935393615,josephholland@example.org,Karen,Hernandez
gid://shopify/Customer/8399464055,jorgeferguson@example.com,Melissa,Haney
gid://shopify/Customer/5592349222,whitefelicia@example.org,Timothy,Morse
gid://shopify/Customer/6095560336,zrichardson@example.org,Heidi,Hernandez
gid://shopify/Customer/1113686059,powens@example.net,Donna,Nelson
gid://shopify/Customer/2551600735,pamela76@example.com,Jonathan,Carroll
gid://shopify/Customer/9126477474,asimpson@example.org,Destiny,Holt
gid://shopify/Customer/8436362086,shawnmccullough@example.com,Christine,Brown
gid://shopify/Customer/7591897779,walkerjacob@example.org,William,Lutz
gid://shopify/Customer/1410232629,wnelson@example.net,James,Green
gid://shopify/Customer/4013493048,mcmillanjennifer@example.net,Joseph,Miller
gid://shopify/Customer/4057113284,christophermorales@example.org,Jerry,Rodriguez
gid://shopify/Customer/1630437054,jamesbryant@example.net,Brandon,Bauer
gid://shopify/Customer/7796792359,bclarke@example.org,Patricia,Brennan
gid://shopify/Customer/9015528300,michellemason@example.net,Ronnie,Reid
gid://shopify/Customer/1586580114,melissa59@example.org,Jennifer,Bauer
gid://shopify/Customer/6506020096,andrew59@example.com,Tanya,Cooper
gid://shopify/Customer/5423141812,bryan07@example.org,Andrea,Elliott
gid://shopify/Customer/1881360415,margaretmcconnell@example.net,Ronald,Morgan
gid://shopify/Customer/4657479218,swansondaniel@example.com,Mindy,Parsons
gid://shopify/Customer/5666381830,darlenerhodes@example.com,Christine,Jones
gid://shopify/Customer/3014133962,vanessa25@example.org,Stephanie,Patterson
gid://shopify/Customer/3459824516,chelsea24@example.net,Holly,Gibson
gid://shopify/Customer/5252085670,cooperstephanie@example.com,Nicole,Ramirez
gid://shopify/Customer/2991939876,nelsonvanessa@example.net,Christopher,Johnson
gid://shopify/Customer/1734876560,andrew72@example.net,Michelle,Cain
gid://shopify/Customer/8240739225,danielmorrow@example.net,Christopher,Castaneda
gid://shopify/Customer/9390092311,ghunter@example.org,John,Nguyen
gid://shopify/Customer/2890489708,carriemalone@example.com,Stephanie,Mahoney
gid://shopify/Customer/8147719603,pmcclure@example.com,Nancy,Vega
gid://shopify/Customer/9734173027,yalexander@example.com,Christine,Mccall
gid://shopify/Customer/5687421668,michael94@example.net,Nichole,Holland
gid://shopify/Customer/7653775833,bradley60@example.com,Rhonda,Richmond
gid://shopify/Customer/8608990131,jenniferrichards@example.com,Brian,Poole
gid://shopify/Customer/1761646402,lauraburgess@example.net,Sheila,Carpenter
gid://shopify/Customer/8117179632,msteele@example.org,Valerie,Chavez
gid://shopify/Customer/6194702971,amy83@example.org,Thomas,Scott
gid://shopify/Customer/1616953095,raymond59@example.net,Jennifer,King
gid://shopify/Customer/5336533746,james96@example.net,Rebecca,Klein
gid://shopify/Customer/7334308775,justin65@example.org,Carlos,Rosario
gid://shopify/Customer/5541184173,adam76@example.net,Clinton,Nelson
gid://shopify/Customer/6623922149,austinbrown@example.com,Olivia,Jennings
gid://shopify/Customer/8273035111,bgordon@example.com,Patricia,Ruiz
gid://shopify/Customer/2642694898,laura36@example.org,Casey,Brooks
gid://shopify/Customer/1569337413,kristine47@example.org,Anne,Abbott
gid://shopify/Customer/4579173624,robert52@example.com,Joann,Gray
gid://shopify/Customer/6889283144,lopezjanet@example.net,Cynthia,Carlson
gid://shopify/Customer/5185165620,carolyn79@example.net,Margaret,Little
gid://shopify/Customer/6013036249,scottann@example.com,Heather,White
gid://shopify/Customer/7854727373,matthewreynolds@example.com,Patrick,Osborne
gid://shopify/Customer/9208582862,hernandeztara@example.net,Linda,Henson
gid://shopify/Customer/1716113809,millerlisa@example.com,Chelsey,Miller
gid://shopify/Customer/4808041685,williamsonnathaniel@example.net,Jon,Sharp
gid://shopify/Customer/4686030739,travismorgan@example.org,Matthew,Hill
gid://shopify/Customer/4532374504,jrichards@example.com,Benjamin,Williams
gid://shopify/Customer/7099023904,jacquelineburke@example.org,Andrew,Frost
gid://shopify/Customer/3924868233,robinsonbryan@example.com,Lori,Robinson
gid://shopify/Customer/6490449801,thompsonkevin@example.net,Cathy,Smith
gid://shopify/Customer/3804081656,meagan54@example.org,Gregory,Mullins
gid://shopify/Customer/4576661280,jwoodward@example.com,Samantha,Williams
gid://shopify/Customer/2105860784,christine79@example.com,Tony,Conner
gid://shopify/Customer/5170537708,padillawilliam@example.com,Angela,Freeman
gid://shopify/Customer/3522553903,mcclurezachary@example.com,Howard,Williams
gid://shopify/Customer/8497615601,phatfield@example.net,John,Lucas
gid://shopify/Customer/5731395518,fmitchell@example.org,Alexis,Joyce
gid://shopify/Customer/5685161235,garciaterri@example.net,Amanda,Smith
gid://shopify/Customer/5893656631,jimenezparker@example.org,Victoria,Brennan
gid://shopify/Customer/8017887566,john03@example.net,Michael,Buchanan
gid://shopify/Customer/4316050368,zhart@example.net,Michael,Anderson
gid://shopify/Customer/3287916689,meagan63@example.org,Christine,Durham
gid://shopify/Customer/8797600122,savannah32@example.com,Carlos,Dominguez
gid://shopify/Customer/9447455711,joshua03@example.com,Dominique,Duran
gid://shopify/Customer/5231084673,rodriguezelaine@example.org,Kurt,Beasley
gid://shopify/Customer/8237046890,youngsherri@example.net,Mike,Curry
gid://shopify/Customer/6327276336,scottboyd@example.net,Jennifer,Browning
gid://shopify/Customer/5006808497,dennis55@example.net,Sandra,Villegas
gid://shopify/Customer/4018287249,heathercole@example.com,Alexis,Robinson
gid://shopify/Customer/5434565975,reidaaron@example.org,Lori,Mendoza
gid://shopify/Customer/6471391579,juliaanderson@example.org,Lisa,Lopez
gid://shopify/Customer/3669045001,cynthia73@example.net,Robin,Stevenson
gid://shopify/Customer/2171330003,estradajohn@example.net,David,Stephenson
gid://shopify/Customer/1667380730,john22@example.org,Julie,Stein
gid://shopify/Customer/9039351214,anthonyclarke@example.com,Amanda,Hernandez
gid://shopify/Customer/6634584828,randerson@example.com,Annette,Hampton
gid://shopify/Customer/4508351989,theresaweaver@example.net,Sonya,Davis
gid://shopify/Customer/1222800452,jeremy36@example.com,Peter,Burch
gid://shopify/Customer/8476024983,nmorgan@example.net,Shirley,Bernard
gid://shopify/Customer/5805492855,karen85@example.com,Eric,Turner
gid://shopify/Customer/2470088240,kperry@example.com,Karen,Suarez
gid://shopify/Customer/5202519222,fieldsjason@example.net,Duane,Schroeder
gid://shopify/Customer/1887065346,dmaxwell@example.net,Leslie,Walker
gid://shopify/Customer/4301991522,brandon96@example.org,Jessica,Lopez
gid://shopify/Customer/3141116413,jessicasmith@example.org,James,Lewis
gid://shopify/Customer/3402175476,whitepaul@example.com,Karen,Davis
gid://shopify/Customer/9956832020,markmcgee@example.net,Stacy,Taylor
gid://shopify/Customer/5682147103,austinkaren@example.net,Joseph,Cooley
gid://shopify/Customer/3526765331,greenejeffrey@example.com,Sara,Bowman
gid://shopify/Customer/3966624840,wbrown@example.net,Michael,Dean
gid://shopify/Customer/8423060522,loganruiz@example.net,Michelle,Perez
gid://shopify/Customer/2801748091,dwoods@example.com,Carrie,Dennis
gid://shopify/Customer/5070729523,michelletorres@example.com,Katherine,Spencer
gid://shopify/Customer/2617563339,leetyrone@example.org,Ann,Charles
gid://shopify/Customer/6024375516,jacksonmatthew@example.com,Laura,Brandt
gid://shopify/Customer/2478916452,marybrooks@example.org,Christopher,Juarez
gid://shopify/Customer/5386769237,ntorres@example.net,Joshua,Murphy
gid://shopify/Customer/5553908763,shardy@example.org,Henry,Ritter
gid://shopify/Customer/3248036817,garciasarah@example.com,Candice,George
gid://shopify/Customer/6082305921,monica08@example.com,Ryan,Chandler
gid://shopify/Customer/6234513031,greeneric@example.org,Andrew,Zimmerman
gid://shopify/Customer/6174251270,gordonfranklin@example.org,Isaac,Davis
gid://shopify/Customer/4454937741,brownjohn@example.com,Jessica,Robinson
gid://shopify/Customer/1970064367,dakota39@example.org,Catherine,Hernandez
gid://shopify/Customer/6135668085,sampsonjillian@example.com,Drew,Scott
gid://shopify/Customer/6642615564,tbarton@example.org,Heidi,Lee
gid://shopify/Customer/2692285873,kendra22@example.org,Michael,Watson
gid://shopify/Customer/6370963163,williamsondeborah@example.org,Daniel,Krueger
gid://shopify/Customer/4851643721,wjackson@example.net,Ana,Jones
gid://shopify/Customer/7617041907,kathryn94@example.org,Patricia,Davis
gid://shopify/Customer/3785156122,autumnalexander@example.org,Javier,Rowe
gid://shopify/Customer/8438948155,monicawilkins@example.org,James,Smith
gid://shopify/Customer/6442364126,davisisaac@example.com,Benjamin,Potter
gid://shopify/Customer/7876495521,amber35@example.com,Anthony,Johnson
gid://shopify/Customer/2097387197,reedmichael@example.org,Rhonda,Cross
gid://shopify/Customer/6029680051,ruizjoy@example.com,Michael,Mcclain
gid://shopify/Customer/7172231858,ariasnorman@example.com,Crystal,Mcdonald
gid://shopify/Customer/7120018869,gkelly@example.net,Jenna,Morrow
gid://shopify/Customer/4536216320,rguerra@example.org,Tiffany,Lamb
gid://shopify/Customer/2905092363,zwood@example.org,Matthew,Perry
gid://shopify/Customer/4128240281,fwright@example.net,Katherine,Crane
gid://shopify/Customer/2528628531,pattyharrison@example.net,Gary,Smith
gid://shopify/Customer/9409101366,amartinez@example.org,Elizabeth,Watkins
gid://shopify/Customer/6083161201,russellcarr@example.org,Jill,Guzman
gid://shopify/Customer/8159055656,andrew80@example.com,Stephanie,Smith
gid://shopify/Customer/9597458796,brian42@example.net,Kathleen,Cuevas
gid://shopify/Customer/6163500433,cynthiabenjamin@example.com,Katrina,Wood
gid://shopify/Customer/2024390955,obriengary@example.net,Benjamin,Rowe
gid://shopify/Customer/9797647459,morgankari@example.net,Matthew,Cummings
gid://shopify/Customer/3262771178,amy58@example.net,Samantha,Peterson
gid://shopify/Customer/5062286342,garyquinn@example.net,Tracy,Cabrera
gid://shopify/Customer/6234076282,doylecory@example.net,Lauren,Blackburn
gid://shopify/Customer/8575329805,eatonmelissa@example.com,William,Ballard
gid://shopify/Customer/9265277704,mosesjanice@example.com,Grant,Gray
gid://shopify/Customer/7760132874,laurahall@example.com,Brendan,Lin
gid://shopify/Customer/6286974761,qkelley@example.org,Jessica,Morgan
gid://shopify/Customer/8958760721,george00@example.org,Christina,Daniel
gid://shopify/Customer/6443127277,brockscott@example.net,Erik,Atkinson
gid://shopify/Customer/3388945023,fredericksmith@example.org,Todd,Perry
gid://shopify/Customer/9103936032,jwilliams@example.org,Courtney,Becker
gid://shopify/Customer/2484252358,uhart@example.com,Amanda,Cook
gid://shopify/Customer/2642235041,wdaniel@example.net,Patricia,Rivera
gid://shopify/Customer/1172511446,nicholas76@example.net,Maureen,Faulkner
gid://shopify/Customer/9434806524,kochjoyce@example.org,Lori,Nguyen
gid://shopify/Customer/2252017026,diamond86@example.org,Jasmine,Cherry
gid://shopify/Customer/8692227699,npatterson@example.com,Sharon,Golden
gid://shopify/Customer/8335883594,jacobleonard@example.com,Erica,Dean
gid://shopify/Customer/4203521463,michael65@example.com,Sean,Stewart
gid://shopify/Customer/7028792742,courtneyrojas@example.net,Robert,Armstrong
gid://shopify/Customer/4622638553,arnoldkatie@example.org,Sherry,Mason
gid://shopify/Customer/3725872783,odonnellwilliam@example.com,Bradley,Wright
gid://shopify/Customer/5632776027,bennettjacob@example.org,Timothy,Decker
gid://shopify/Customer/8440977501,fischerbenjamin@example.com,Jessica,Klein
gid://shopify/Customer/4649287523,crystal76@example.net,Frederick,Mitchell
gid://shopify/Customer/5185425536,mmills@example.net,Lori,Burgess
gid://shopify/Customer/5178470011,josephhiggins@example.net,Carl,Jones
gid://shopify/Customer/2439862048,dianaking@example.com,Lisa,Newman
gid://shopify/Customer/7544747210,zwhite@example.com,Caleb,Campbell
gid://shopify/Customer/5980047916,lisajohnson@example.org,Heather,Dixon
gid://shopify/Customer/9825489213,anthony79@example.org,Amanda,Bass
gid://shopify/Customer/9216683545,bbennett@example.org,Gregory,Hart
gid://shopify/Customer/1617095547,figueroakyle@example.org,Wendy,Parks
gid://shopify/Customer/3781015097,yjohnson@example.net,Tonya,Ferrell
gid://shopify/Customer/2508899628,lauren28@example.net,Diane,Watts
gid://shopify/Customer/7748554716,trobinson@example.com,Patricia,Joseph
gid://shopify/Customer/9236042309,marypaul@example.net,Karen,Jones
gid://shopify/Customer/7926469981,davidsmith@example.net,Kenneth,Roberts
gid://shopify/Customer/2407194162,brittanypetty@example.com,Leslie,Bell
gid://shopify/Customer/6497908967,adamsraymond@example.org,Tiffany,Bradford
gid://shopify/Customer/2628923431,timothyharris@example.org,Melanie,Hardy
gid://shopify/Customer/2025193763,dariustorres@example.net,Taylor,Cole
gid://shopify/Customer/1893156668,robert95@example.com,Joshua,Davis
gid://shopify/Customer/5309221555,joel10@example.net,Teresa,Curtis
gid://shopify/Customer/7939055319,kristin36@example.net,Travis,Patterson
gid://shopify/Customer/9003786323,jennifer99@example.net,Connie,Miller
gid://shopify/Customer/6502452123,johnjohnson@example.org,Joseph,Johnston
gid://shopify/Customer/2384028049,goodjohn@example.com,Shelby,Pope
gid://shopify/Customer/1879560878,mackenzie40@example.com,Kimberly,Morris
gid://shopify/Customer/5431976997,ctorres@example.org,Brian,Eaton
gid://shopify/Customer/3448069301,dennis88@example.net,Jennifer,Jacobs
gid://shopify/Customer/4549096931,michael57@example.net,Timothy,Tyler
gid://shopify/Customer/6516177481,matthewhall@example.com,Kristin,Wright
gid://shopify/Customer/8844174521,kaitlynphillips@example.net,Jean,Weaver
gid://shopify/Customer/1029653762,jvaldez@example.net,Michael,Taylor
gid://shopify/Customer/7551601191,michael74@example.org,Nathaniel,Thomas
gid://shopify/Customer/7184770909,xpatrick@example.com,Courtney,Walker
gid://shopify/Customer/7046860552,tjensen@example.net,Linda,Skinner
gid://shopify/Customer/3668325321,brianna43@example.net,Latoya,Santana
gid://shopify/Customer/7973434975,michelethomas@example.org,Patrick,Hatfield
gid://shopify/Customer/2642063385,robert93@example.org,Kevin,Holland
gid://shopify/Customer/1730182515,larry75@example.com,Crystal,Mathews
gid://shopify/Customer/3307632115,skerr@example.com,Jessica,Owens
gid://shopify/Customer/3733575444,pattersonamy@example.com,Joseph,Jones
gid://shopify/Customer/4025017470,samuel11@example.net,Samantha,Duncan
gid://shopify/Customer/9219753145,mary31@example.net,Jerome,Conway
gid://shopify/Customer/4354736157,dkeller@example.com,Ellen,Smith
gid://shopify/Customer/1591675205,wilsoncarla@example.net,Courtney,Mercado
gid://shopify/Customer/1665906942,victorreese@example.com,Richard,Morgan
gid://shopify/Customer/8013287389,linda31@example.net,Dalton,Young
gid://shopify/Customer/3107691603,wcarpenter@example.net,Ebony,Robinson
gid://shopify/Customer/8621553235,owhite@example.com,Jennifer,Scott
gid://shopify/Customer/5164335180,davidpruitt@example.org,Thomas,Bentley
gid://shopify/Customer/4151573949,bdorsey@example.com,Allen,Jenkins
gid://shopify/Customer/7324754919,joy47@example.com,Brian,Moss
gid://shopify/Customer/6110390091,rosborn@example.net,Katie,Conner
gid://shopify/Customer/9699705618,ramirezmelinda@example.org,Adrian,Lindsey
gid://shopify/Customer/4575574561,kelsey15@example.org,Tyler,Berg
gid://shopify/Customer/1136515579,meyerterri@example.org,Michael,Shepherd
gid://shopify/Customer/9969653472,paulschultz@example.org,Steven,Andrade
gid://shopify/Customer/9548809359,alexishart@example.org,Elizabeth,Hart
gid://shopify/Customer/6540376226,barbara36@example.org,George,Smith
gid://shopify/Customer/6592985056,welchheather@example.com,Christopher,Reed
gid://shopify/Customer/2038028490,jessicagonzalez@example.com,Zachary,Herrera
gid://shopify/Customer/2872169926,lauren35@example.net,Larry,Crosby
gid://shopify/Customer/8329783341,peter31@example.com,Cindy,Lawson
gid://shopify/Customer/5856655098,whitelisa@example.com,Stacy,Howell
gid://shopify/Customer/9188412779,samantharobinson@example.com,Anne,Mitchell
gid://shopify/Customer/1045799540,lisaalvarez@example.net,Jackie,Reynolds
gid://shopify/Customer/3595358780,rphillips@example.org,Alexandra,Marks
gid://shopify/Customer/4931419838,sloantara@example.com,Amanda,Drake
gid://shopify/Customer/8669718969,jenniferlarsen@example.com,Alan,Ross
gid://shopify/Customer/6533423726,ismith@example.com,Gary,Hernandez
gid://shopify/Customer/9524744185,ericclark@example.org,Kristen,Ruiz
gid://shopify/Customer/3915256570,boydjacob@example.com,Andrew,Doyle
gid://shopify/Customer/9720613335,katelyn48@example.org,Phillip,Morgan
gid://shopify/Customer/5832712049,mcclurecurtis@example.net,Julie,Kemp
gid://shopify/Customer/9613101449,beth37@example.org,John,Kim
gid://shopify/Customer/9074770442,jennifermendoza@example.com,Robert,Nguyen
gid://shopify/Customer/2657042754,kgreer@example.net,Stacey,Long
gid://shopify/Customer/3446855626,palmerlori@example.org,Susan,Young
gid://shopify/Customer/7190434766,mayandrea@example.org,Jennifer,Clark
gid://shopify/Customer/3797879559,stevenholland@example.com,Brandi,James
gid://shopify/Customer/9412379502,douglas39@example.com,Sarah,Brown
gid://shopify/Customer/3821283268,sotoleslie@example.net,Jessica,Gomez
gid://shopify/Customer/2930120385,julie34@example.org,Daniel,Wheeler
gid://shopify/Customer/2631346663,andrew16@example.net,Renee,Johnson
gid://shopify/Customer/2425589821,karen17@example.org,Jill,Thompson
gid://shopify/Customer/2058725164,haley14@example.org,Jacob,Martinez
gid://shopify/Customer/1303623785,janicelopez@example.com,Ryan,Lucas
gid://shopify/Customer/8852054459,qthompson@example.com,Christine,Lawrence
gid://shopify/Customer/5972550157,zachary25@example.com,Cindy,Harper
gid://shopify/Customer/3301599722,stephanieprice@example.org,Joseph,Garrison
gid://shopify/Customer/9581528825,uwilson@example.com,Ricky,Ray
gid://shopify/Customer/6859542538,mcdonalderica@example.com,Lauren,Peterson
gid://shopify/Customer/2778435643,ufox@example.net,Jennifer,Frazier
gid://shopify/Customer/4292808956,zcarson@example.net,Patricia,Smith
gid://shopify/Customer/5032045331,kellynguyen@example.net,Ruth,Patterson
gid://shopify/Customer/7732337864,andrew20@example.net,Alyssa,Gates
gid://shopify/Customer/3318958895,dawsonmegan@example.com,Richard,Henderson
gid://shopify/Customer/6352990306,patrick04@example.com,Ronald,Johnston
gid://shopify/Customer/1216217613,hwilliamson@example.net,Angelica,Salazar
gid://shopify/Customer/3126558449,shawn53@example.com,Karen,Harvey
gid://shopify/Customer/7197782562,james87@example.org,Patrick,Flores
gid://shopify/Customer/8015465889,cwilliams@example.org,Jessica,Martinez
gid://shopify/Customer/5720092501,jenniferhernandez@example.net,Ryan,Simpson
gid://shopify/Customer/2558907346,kevin32@example.com,Jack,Johnston
gid://shopify/Customer/3963074700,ktaylor@example.com,Loretta,Jones
gid://shopify/Customer/1236812848,sharonwilcox@example.com,Danielle,Price
gid://shopify/Customer/4808318283,micheleharper@example.org,Lisa,Holt
gid://shopify/Customer/9521408950,bradleychristian@example.net,Bryan,Mullins
gid://shopify/Customer/3974740149,danielle52@example.com,Stacy,Sanchez
gid://shopify/Customer/2463736833,alexis96@example.org,Bradley,Caldwell
gid://shopify/Customer/6881353614,stevenmoore@example.com,Gregory,Hickman
gid://shopify/Customer/2943226267,ronald87@example.net,Arthur,James
gid://shopify/Customer/8502293971,eriggs@example.com,Victor,Rios
gid://shopify/Customer/7182959670,arthursmith@example.com,James,Thomas
gid://shopify/Customer/6522935206,warreneugene@example.org,Christine,Smith
gid://shopify/Customer/4464407904,singletonmichael@example.org,Nancy,Hill
gid://shopify/Customer/4987074448,nancy78@example.net,Andrea,Wilson
gid://shopify/Customer/8548988629,monique51@example.org,Amy,Smith
gid://shopify/Customer/5896316946,harrischeyenne@example.org,Joan,Dennis
gid://shopify/Customer/4513790504,bwilliams@example.net,Thomas,Smith
gid://shopify/Customer/8404849512,scott45@example.net,Christine,Salas
gid://shopify/Customer/1758840987,trichardson@example.org,Timothy,Zimmerman
gid://shopify/Customer/1310019679,samuelmoore@example.com,Paula,Buckley
gid://shopify/Customer/4919622296,stephaniejackson@example.com,Chris,Smith
gid://shopify/Customer/1876083674,elizabethblack@example.net,Jonathon,Morris
gid://shopify/Customer/8422083561,zrodriguez@example.org,Carrie,Miller
gid://shopify/Customer/7716329021,makaylamartinez@example.net,Louis,Lee
gid://shopify/Customer/8702772574,ccantu@example.com,Angela,Jackson
gid://shopify/Customer/2385637840,nicole51@example.net,Samantha,Perez
gid://shopify/Customer/8420584990,simpsonmatthew@example.org,Victor,Huang
gid://shopify/Customer/4980713173,rochasara@example.net,Christopher,Delgado
gid://shopify/Customer/2754251864,gonzalezjason@example.com,Anna,Hurst
gid://shopify/Customer/6320569377,harrischristopher@example.com,Kurt,Phelps
gid://shopify/Customer/5117026293,pamelapetty@example.net,Jason,Scott
gid://shopify/Customer/2338203966,tarahogan@example.net,Marcus,Kelly
gid://shopify/Customer/7535215990,angela90@example.org,Trevor,Becker
gid://shopify/Customer/2630195412,perezsandra@example.net,Sara,Smith
gid://shopify/Customer/3031310965,lucasmiller@example.com,Brian,Erickson
gid://shopify/Customer/2379932929,josephmiles@example.net,Jodi,Garcia
gid://shopify/Customer/4155066028,jacksontammy@example.net,Louis,White
gid://shopify/Customer/2862536125,mary08@example.com,April,Landry
